Recipient Org:Identifier,Funding Org:Identifier,Amount Awarded,Grants
GB-CHC-1115222,GB-COH-07991677,40000.0,1
GB-CHC-1115595,360G-blf,9958.0,1
GB-CHC-1115595,GB-CHC-1035628,98900.0,1
GB-CHC-1115595,GB-COH-IP00525R,5888.06,1
GB-CHC-1116381,GB-CHC-230260,10000.0,1
GB-CHC-1116381,GB-COH-04530979,2583.44,1
GB-CHC-1116381,GB-COH-IP00525R,3195.81,1
GB-CHC-1116957,GB-CHC-230260,10000.0,1
GB-CHC-1116957,GB-CHC-299963,500.0,1
GB-CHC-1116957,GB-CHC-327114,61966.0,1
GB-CHC-1116957,GB-COH-02273708,28600.0,2
GB-CHC-1116957,GB-COH-IP00525R,1562.9,1
GB-CHC-1117141,GB-CHC-1105580,15000.0,1
GB-CHC-1117141,GB-CHC-327114,72053.0,1
GB-CHC-1117141,GB-COH-IP00525R,5764.21,2
GB-CHC-1117244,GB-CHC-1035628,80000.0,1
GB-CHC-1117244,GB-CHC-1105580,105000.0,1
GB-CHC-1117244,GB-CHC-200051,500000.0,1
GB-CHC-1118360,GB-CHC-230260,20000.0,1
GB-CHC-1118360,GB-COH-02273708,18620.0,7
GB-CHC-1118360,GB-COH-IP00525R,2195.91,1
GB-CHC-1118525,GB-CHC-1078217,100000.0,1
GB-CHC-1118525,GB-CHC-1081124,50000.0,1
GB-CHC-1118525,GB-COH-07991677,30000.0,1
GB-CHC-1118727,GB-CHC-1105580,157500.0,2
GB-CHC-1118727,GB-CHC-1115476,91500.0,1
GB-CHC-1118727,GB-CHC-200051,150000.0,1
GB-CHC-1118727,GB-CHC-205629,89000.0,1
GB-CHC-1119136,360G-blf,10000.0,1
GB-CHC-1119136,GB-CHC-1035628,100000.0,1
GB-CHC-1119136,GB-CHC-1105580,70000.0,1
GB-CHC-1119798,360G-blf,9550.0,1
GB-CHC-1119798,GB-CHC-230260,10000.0,1
GB-CHC-1119798,GB-COH-IP00525R,5285.25,1
GB-CHC-1120120,GB-CHC-230260,15000.0,1
GB-CHC-1120120,GB-COH-02273708,5910.0,1
GB-CHC-1120120,GB-COH-IP00525R,1114.96,1
GB-CHC-1120156,360G-blf,9720.0,1
GB-CHC-1120156,GB-CHC-1057923,1000.0,1
GB-CHC-1120156,GB-COH-IP00525R,4848.62,1
GB-CHC-1120322,GB-CHC-1164703,2400.0,1
GB-CHC-1120322,GB-CHC-230102,87000.0,1
GB-CHC-1120322,GB-CHC-327114,39600.0,1
GB-CHC-1120562,GB-CHC-1000147,15000.0,1
GB-CHC-1120562,GB-CHC-1035628,28500.0,1
GB-CHC-1120562,GB-CHC-230260,75000.0,1
GB-CHC-1120694,360G-blf,6600.0,1
GB-CHC-1120694,GB-CHC-1093028,35000.0,1
GB-CHC-1120694,GB-CHC-230260,30000.0,1
GB-CHC-1120857,360G-blf,10000.0,1
GB-CHC-1120857,GB-CHC-230260,90000.0,1
GB-CHC-1120857,GB-COH-02273708,2500.0,1
GB-CHC-1121347,360G-blf,390506.0,2
GB-CHC-1121347,GB-CHC-230260,5000.0,1
GB-CHC-1121347,GB-CHC-299963,3000.0,1
GB-CHC-1121605,360G-blf,49913.0,1
GB-CHC-1121605,GB-CHC-1105580,35000.0,1
GB-CHC-1121605,GB-CHC-200051,40194.0,1
GB-CHC-1121801,360G-blf,298331.0,2
GB-CHC-1121801,GB-COH-02273708,1500.0,1
GB-CHC-1121801,GB-COH-IP00525R,1535.36,1
GB-CHC-1122405,360G-blf,9996.0,1
GB-CHC-1122405,GB-CHC-274100,20000.0,1
GB-CHC-1122405,GB-CHC-327114,15000.0,1
GB-CHC-1122532,360G-blf,10000.0,2
GB-CHC-1122532,GB-CHC-327114,15000.0,1
GB-CHC-1122532,GB-COH-IP00525R,2109.71,1
GB-CHC-1122852,GB-CHC-1105580,60000.0,1
GB-CHC-1122852,GB-CHC-1113226,6450.0,1
GB-CHC-1122852,GB-CHC-1164021,90000.0,1
GB-CHC-1122852,GB-COH-07991677,27000.0,1
GB-CHC-1123017,360G-blf,9845.0,1
GB-CHC-1123017,GB-CHC-230260,10000.0,1
GB-CHC-1123017,GB-COH-IP00525R,4503.12,1
GB-CHC-1123615,360G-blf,9902.0,1
GB-CHC-1123615,GB-CHC-327114,75000.0,1
GB-CHC-1123615,GB-COH-IP00525R,1156.99,1
GB-CHC-1124328,360G-blf,10000.0,1
GB-CHC-1124328,GB-CHC-1000147,5000.0,1
GB-CHC-1124328,GB-CHC-327114,75000.0,1
GB-CHC-1124492,GB-CHC-1093028,20000.0,1
GB-CHC-1124492,GB-CHC-200051,150000.0,1
GB-CHC-1124492,GB-CHC-327114,75000.0,1
GB-CHC-1125477,360G-blf,377731.0,1
GB-CHC-1125477,GB-CHC-200051,111000.0,1
GB-CHC-1125477,GB-CHC-327114,14914.0,1
GB-CHC-1125695,GB-CHC-230260,40000.0,2
GB-CHC-1125695,GB-COH-02273708,1759.0,7
GB-CHC-1125695,GB-COH-IP00525R,2618.36,1
GB-CHC-1125808,360G-blf,418029.0,1
GB-CHC-1125808,GB-CHC-1080418,4300.0,1
GB-CHC-1125808,GB-COH-IP00525R,3457.94,1
GB-CHC-1126646,GB-CHC-1000147,15000.0,1
GB-CHC-1126646,GB-CHC-327114,75000.0,1
GB-CHC-1126646,GB-COH-IP00525R,3304.54,1
GB-CHC-1126682,GB-CHC-230260,20000.0,1
GB-CHC-1126682,GB-CHC-327114,149520.0,2
GB-CHC-1126682,GB-COH-04530979,2500.0,1
GB-CHC-1126806,360G-blf,1299283.0,2
GB-CHC-1126806,GB-CHC-1035628,87900.0,1
GB-CHC-1126806,GB-CHC-230260,50000.0,1
GB-CHC-1127772,360G-blf,8003.0,1
GB-CHC-1127772,GB-CHC-1140372,25000.0,1
GB-CHC-1127772,GB-CHC-230260,25000.0,1
GB-CHC-1128330,360G-blf,9900.0,1
GB-CHC-1128330,GB-CHC-230260,10000.0,1
GB-CHC-1128330,GB-COH-IP00525R,2460.08,1
GB-CHC-1128529,GB-CHC-1143711,5000.0,1
GB-CHC-1128529,GB-CHC-1164021,108000.0,1
GB-CHC-1128529,GB-LAE-GLA,49958.0,1
GB-CHC-1128731,GB-COH-04530979,1000.0,1
GB-CHC-1128731,GB-COH-IP00525R,2180.33,1
GB-CHC-1128731,GB-COH-RC000766,10000.0,1
GB-CHC-1128924,360G-blf,5000.0,1
GB-CHC-1128924,GB-CHC-230260,30000.0,1
GB-CHC-1128924,GB-CHC-327114,15000.0,1
GB-CHC-1128932,GB-CHC-1111600,5113.0,2
GB-CHC-1128932,GB-CHC-230260,7500.0,1
GB-CHC-1128932,GB-COH-IP00525R,1792.18,1
GB-CHC-1129521,GB-CHC-1093844,36000.0,1
GB-CHC-1129521,GB-CHC-230260,7500.0,1
GB-CHC-1129521,GB-COH-IP00525R,14640.06,2
GB-CHC-1129973,360G-blf,48050.0,1
GB-CHC-1129973,GB-CHC-327114,15000.0,1
GB-CHC-1129973,GB-COH-IP00525R,2962.58,1
GB-CHC-1130826,360G-blf,10000.0,1
GB-CHC-1130826,GB-CHC-230260,7500.0,1
GB-CHC-1130826,GB-COH-IP00525R,7289.27,2
GB-CHC-1130994,360G-blf,9528.0,1
GB-CHC-1130994,GB-CHC-274100,9700.0,1
GB-CHC-1130994,GB-COH-IP00525R,2329.57,1
GB-CHC-1131118,360G-blf,9590.0,1
GB-CHC-1131118,GB-COH-02273708,250.0,1
GB-CHC-1131118,GB-COH-IP00525R,2828.99,1
GB-CHC-1131301,360G-blf,370508.0,1
GB-CHC-1131301,GB-CHC-1119845,1101.0,1
GB-CHC-1131301,GB-CHC-230260,2500.0,1
GB-CHC-1131306,360G-blf,10000.0,2
GB-CHC-1131306,GB-CHC-1105580,2000.0,1
GB-CHC-1131306,GB-CHC-230260,60000.0,1
GB-CHC-1131306,GB-CHC-327114,75000.0,1
GB-CHC-1131306,GB-COH-IP00525R,2135.82,1
GB-CHC-1131408,360G-blf,9981.0,1
GB-CHC-1131408,GB-COH-02273708,2950.0,2
GB-CHC-1131408,GB-COH-IP00525R,1982.81,1
GB-CHC-1131792,360G-blf,9999.0,1
GB-CHC-1131792,GB-CHC-230260,10000.0,1
GB-CHC-1131792,GB-COH-IP00525R,7146.110000000001,2
GB-CHC-1131802,GB-CHC-1035628,117000.0,1
GB-CHC-1131802,GB-CHC-230260,40000.0,1
GB-CHC-1131802,GB-CHC-327114,75000.0,1
GB-CHC-1131817,GB-CHC-1045304,9124.64,2
GB-CHC-1131817,GB-CHC-230260,3000.0,1
GB-CHC-1131817,GB-CHC-274100,7400.0,1
GB-CHC-1131817,GB-CHC-327114,13244.0,1
GB-CHC-1132051,GB-CHC-1000147,20000.0,1
GB-CHC-1132051,GB-CHC-230260,30000.0,1
GB-CHC-1132051,GB-CHC-274100,16000.0,1
GB-CHC-1132051,GB-COH-02273708,56612.0,4
GB-CHC-1132181,360G-blf,9894.0,1
GB-CHC-1132181,GB-CHC-230260,5000.0,1
GB-CHC-1132181,GB-COH-IP00525R,1828.12,1
GB-CHC-1132987,360G-blf,5875.0,1
GB-CHC-1132987,GB-CHC-1052061,5000.0,1
GB-CHC-1132987,GB-CHC-299963,500.0,1
GB-CHC-1133284,360G-blf,9855.0,1
GB-CHC-1133284,GB-CHC-230260,20000.0,1
GB-CHC-1133284,GB-CHC-274100,9500.0,1
GB-CHC-1133739,360G-blf,10000.0,1
GB-CHC-1133739,GB-CHC-1105580,110000.0,1
GB-CHC-1133739,GB-CHC-230260,50000.0,1
GB-CHC-1134236,GB-CHC-1119845,2470.0,1
GB-CHC-1134236,GB-CHC-230260,5000.0,1
GB-CHC-1134236,GB-COH-IP00525R,2603.18,1
GB-CHC-1134611,360G-blf,10000.0,1
GB-CHC-1134611,GB-COH-04530979,4000.0,1
GB-CHC-1134611,GB-COH-IP00525R,2792.4300000000003,2
GB-CHC-1134829,GB-CHC-1119845,10000.0,1
GB-CHC-1134829,GB-CHC-230260,10000.0,1
GB-CHC-1134829,GB-COH-IP00525R,2719.35,1
GB-CHC-1135005,GB-CHC-1045304,5341.0,3
GB-CHC-1135005,GB-CHC-230260,3000.0,1
GB-CHC-1135005,GB-COH-IP00525R,1968.96,1
GB-CHC-1136363,360G-blf,5000.0,1
GB-CHC-1136363,GB-CHC-230260,3000.0,1
GB-CHC-1136363,GB-CHC-274100,10000.0,1
GB-CHC-1136965,360G-blf,10000.0,1
GB-CHC-1136965,GB-CHC-312800,45000.0,1
GB-CHC-1136965,GB-COH-IP00525R,4459.18,1
GB-CHC-1136997,GB-CHC-1143711,4383.8,1
GB-CHC-1136997,GB-CHC-230260,30000.0,1
GB-CHC-1136997,GB-COH-IP00525R,8862.63,1
GB-CHC-1137281,GB-CHC-274100,1200.0,1
GB-CHC-1137281,GB-CHC-327114,15000.0,1
GB-CHC-1137281,GB-COH-IP00525R,2409.77,1
GB-CHC-1137319,360G-blf,502915.0,2
GB-CHC-1137319,GB-CHC-1161290,41981.0,1
GB-CHC-1137319,GB-CHC-327114,94000.0,1
GB-CHC-1137319,GB-COH-02273708,36900.0,1
GB-CHC-1137438,360G-blf,9950.0,1
GB-CHC-1137438,GB-COH-04831118,479.0,1
GB-CHC-1137438,GB-COH-IP00525R,5091.87,1
GB-CHC-1137535,360G-blf,398250.0,1
GB-CHC-1137535,GB-CHC-1105580,40000.0,1
GB-CHC-1137535,GB-COH-IP00525R,1048.82,1
GB-CHC-1137686,360G-blf,221020.0,2
GB-CHC-1137686,GB-CHC-1105580,60000.0,1
GB-CHC-1137686,GB-CHC-327114,72192.0,1
GB-CHC-1138675,GB-CHC-1093844,25000.0,1
GB-CHC-1138675,GB-CHC-230260,10000.0,1
GB-CHC-1138675,GB-COH-IP00525R,1615.38,1
GB-CHC-1139257,360G-blf,18390.0,2
GB-CHC-1139257,GB-CHC-1057923,1000.0,1
GB-CHC-1139257,GB-CHC-226446,4000.0,1
GB-CHC-1139257,GB-COH-IP00525R,16287.57,5
GB-CHC-1139355,360G-blf,9930.0,1
GB-CHC-1139355,GB-CHC-1093844,30000.0,1
GB-CHC-1139355,GB-COH-IP00525R,3928.83,1
GB-CHC-1139517,360G-blf,9457.0,1
GB-CHC-1139517,GB-CHC-1143711,7000.0,1
GB-CHC-1139517,GB-CHC-327114,50000.0,1
GB-CHC-1139517,GB-COH-IP00525R,1946.3,1
GB-CHC-1139807,360G-blf,5000.0,1
GB-CHC-1139807,GB-CHC-1105580,103000.0,1
GB-CHC-1139807,GB-COH-IP00525R,2412.91,1
GB-CHC-1139817,360G-blf,246871.0,1
GB-CHC-1139817,GB-CHC-230260,10000.0,1
GB-CHC-1139817,GB-COH-IP00525R,3316.36,1
GB-CHC-1139825,360G-blf,9312.0,1
GB-CHC-1139825,GB-CHC-230260,15000.0,1
GB-CHC-1139825,GB-COH-IP00525R,10374.02,1
GB-CHC-1140385,360G-blf,9820.0,1
GB-CHC-1140385,GB-CHC-1093844,30000.0,1
GB-CHC-1140385,GB-CHC-299963,750.0,1
GB-CHC-1140385,GB-COH-IP00525R,5774.4,1
GB-CHC-1140498,GB-CHC-200051,75734.0,1
GB-CHC-1140498,GB-CHC-230260,7500.0,1
GB-CHC-1140498,GB-COH-IP00525R,1571.32,1
GB-CHC-1140822,360G-blf,494561.0,1
GB-CHC-1140822,GB-CHC-1113226,5000.0,1
GB-CHC-1140822,GB-CHC-200051,150000.0,1
GB-CHC-1141651,360G-blf,9880.0,1
GB-CHC-1141651,GB-CHC-1045304,4980.0,1
GB-CHC-1141651,GB-CHC-230260,7500.0,1
GB-CHC-1141966,360G-blf,9225.0,1
GB-CHC-1141966,GB-CHC-1080418,19500.0,2
GB-CHC-1141966,GB-COH-IP00525R,2911.65,1
GB-CHC-1142067,360G-blf,205423.0,2
GB-CHC-1142067,GB-CHC-1105580,46204.0,1
GB-CHC-1142067,GB-CHC-230260,5000.0,1
GB-CHC-1142067,GB-CHC-274100,6000.0,1
GB-CHC-1142084,GB-CHC-1080418,5000.0,1
GB-CHC-1142084,GB-CHC-1143711,10908.0,2
GB-CHC-1142084,GB-CHC-230260,15000.0,1
GB-CHC-1142084,GB-COH-IP00525R,1532.46,1
GB-CHC-1142217,360G-blf,371867.0,1
GB-CHC-1142217,GB-CHC-1145921,1632.1,1
GB-CHC-1142217,GB-COH-IP00525R,3203.64,1
GB-CHC-1142234,360G-blf,9972.0,1
GB-CHC-1142234,GB-CHC-1143711,10600.0,2
GB-CHC-1142234,GB-CHC-230260,10000.0,1
GB-CHC-1142543,360G-blf,9940.0,1
GB-CHC-1142543,GB-CHC-299963,750.0,1
GB-CHC-1142543,GB-CHC-327114,15000.0,1
GB-CHC-1143655,360G-blf,10000.0,1
GB-CHC-1143655,GB-CHC-230260,2000.0,1
GB-CHC-1143655,GB-COH-IP00525R,4262.76,1
GB-CHC-1143678,360G-blf,8550.0,1
GB-CHC-1143678,GB-CHC-210169,4500.0,1
GB-CHC-1143678,GB-CHC-230260,20000.0,1
GB-CHC-1143678,GB-CHC-327114,75000.0,1
GB-CHC-1143678,GB-COH-IP00525R,1818.84,1
GB-CHC-1144453,360G-blf,428546.0,2
GB-CHC-1144453,GB-CHC-1105580,112000.0,1
GB-CHC-1144453,GB-COH-02273708,46854.0,5
GB-CHC-1144453,GB-COH-IP00525R,1986.2,1
GB-CHC-1144522,360G-blf,9260.0,1
GB-CHC-1144522,GB-CHC-1080418,2500.0,1
GB-CHC-1144522,GB-COH-IP00525R,3794.02,1
GB-CHC-1144976,360G-blf,9985.0,1
GB-CHC-1144976,GB-CHC-1105580,90000.0,1
GB-CHC-1144976,GB-CHC-230260,30000.0,1
GB-CHC-1145816,360G-blf,9936.0,1
GB-CHC-1145816,GB-CHC-1111600,15900.0,1
GB-CHC-1145816,GB-CHC-327114,75000.0,1
GB-CHC-1145818,GB-CHC-230260,2000.0,1
GB-CHC-1145818,GB-CHC-274100,10000.0,1
GB-CHC-1145818,GB-COH-IP00525R,3296.06,1
GB-CHC-1146074,360G-blf,9925.0,1
GB-CHC-1146074,GB-CHC-230260,15000.0,1
GB-CHC-1146074,GB-COH-IP00525R,5389.61,1
GB-CHC-1146149,360G-blf,93660.0,1
GB-CHC-1146149,GB-CHC-1035628,87900.0,1
GB-CHC-1146149,GB-CHC-1080418,500.0,1
GB-CHC-1146149,GB-CHC-1105580,5000.0,1
GB-CHC-1146149,GB-COH-04530979,750.0,1
GB-CHC-1146149,GB-COH-IP00525R,6173.71,1
GB-CHC-1146188,GB-CHC-1161290,40210.0,1
GB-CHC-1146188,GB-CHC-230260,20000.0,1
GB-CHC-1146188,GB-COH-02273708,7500.0,1
GB-CHC-1146471,360G-blf,5273.0,1
GB-CHC-1146471,GB-CHC-1105580,25000.0,1
GB-CHC-1146471,GB-COH-IP00525R,6331.88,2
GB-CHC-1146714,360G-blf,10000.0,1
GB-CHC-1146714,GB-CHC-1105580,72000.0,1
GB-CHC-1146714,GB-COH-IP00525R,4264.31,1
GB-CHC-1147048,360G-blf,8700.0,1
GB-CHC-1147048,GB-CHC-230260,10000.0,1
GB-CHC-1147048,GB-CHC-327114,14800.0,1
GB-CHC-1147232,360G-blf,5000.0,1
GB-CHC-1147232,GB-CHC-274100,4700.0,1
GB-CHC-1147232,GB-COH-IP00525R,2280.4,1
GB-CHC-1147913,GB-CHC-200051,50365.0,1
GB-CHC-1147913,GB-CHC-205629,120000.0,1
GB-CHC-1147913,GB-CHC-327114,99525.0,1
GB-CHC-1148195,360G-blf,9931.0,1
GB-CHC-1148195,GB-CHC-1052061,1000.0,1
GB-CHC-1148195,GB-COH-IP00525R,45479.22,15
GB-CHC-1148676,GB-CHC-230260,3000.0,1
GB-CHC-1148676,GB-COH-02273708,1000.0,1
GB-CHC-1148676,GB-COH-IP00525R,3296.27,2
GB-CHC-1148855,360G-blf,10000.0,1
GB-CHC-1148855,GB-CHC-1045304,12800.0,4
GB-CHC-1148855,GB-CHC-1089893,5000.0,1
GB-CHC-1148855,GB-CHC-230260,9500.0,1
GB-CHC-1149085,GB-CHC-1080418,66650.0,6
GB-CHC-1149085,GB-CHC-205959,10549.0,4
GB-CHC-1149085,GB-COH-03037449,1005512.0,1
GB-CHC-1149085,GB-LAE-GLA,9000.0,1
GB-CHC-1149785,360G-blf,394571.0,1
GB-CHC-1149785,GB-CHC-1045304,41062.0,6
GB-CHC-1149785,GB-CHC-1105580,75000.0,1
GB-CHC-1149932,360G-blf,9775.0,1
GB-CHC-1149932,GB-CHC-327114,73297.0,1
GB-CHC-1149932,GB-COH-IP00525R,3894.3900000000003,2
GB-CHC-1150049,360G-blf,9797.0,1
GB-CHC-1150049,GB-CHC-1105580,81000.0,1
GB-CHC-1150049,GB-CHC-230102,57900.0,1
GB-CHC-1150049,GB-COH-IP00525R,5022.96,1
GB-CHC-1151763,360G-blf,10000.0,1
GB-CHC-1151763,GB-CHC-1045304,1000.0,1
GB-CHC-1151763,GB-CHC-299963,1000.0,1
GB-CHC-1151897,GB-CHC-200051,150000.0,1
GB-CHC-1151897,GB-CHC-327114,49277.0,1
GB-CHC-1151897,GB-COH-IP00525R,5602.94,1
GB-CHC-1151911,360G-blf,10000.0,1
GB-CHC-1151911,GB-CHC-1105580,105000.0,1
GB-CHC-1151911,GB-CHC-1164703,2500.0,1
GB-CHC-1152146,360G-blf,10000.0,1
GB-CHC-1152146,GB-CHC-1105580,40000.0,1
GB-CHC-1152146,GB-COH-IP00525R,2583.57,1
GB-CHC-1152426,360G-blf,291358.0,1
GB-CHC-1152426,GB-CHC-327114,55194.0,1
GB-CHC-1152426,GB-COH-04530979,7200.0,2
GB-CHC-1152592,360G-blf,9980.0,1
GB-CHC-1152592,GB-CHC-1000147,7500.0,1
GB-CHC-1152592,GB-CHC-327114,13932.0,1
GB-CHC-1152702,360G-blf,9990.0,1
GB-CHC-1152702,GB-CHC-327114,14995.0,1
GB-CHC-1152702,GB-COH-IP00525R,785.93,1
GB-CHC-1152724,GB-CHC-1045304,500.0,1
GB-CHC-1152724,GB-CHC-1164703,2000.0,1
GB-CHC-1152724,GB-COH-IP00525R,1903.24,1
GB-CHC-1152785,GB-CHC-1000147,10000.0,1
GB-CHC-1152785,GB-CHC-230260,45000.0,1
GB-CHC-1152785,GB-CHC-299963,1500.0,1
GB-CHC-1152785,GB-COH-02273708,24600.0,1
GB-CHC-1152836,360G-blf,4588.0,1
GB-CHC-1152836,GB-CHC-1045304,1291.0,1
GB-CHC-1152836,GB-CHC-230260,5000.0,1
GB-CHC-1154450,360G-blf,10000.0,1
GB-CHC-1154450,GB-CHC-230260,5000.0,1
GB-CHC-1154450,GB-COH-IP00525R,3806.21,1
GB-CHC-1154766,GB-CHC-230102,117100.0,1
GB-CHC-1154766,GB-CHC-230260,25000.0,1
GB-CHC-1154766,GB-COH-02273708,77300.0,2
GB-CHC-1154939,360G-blf,9895.0,1
GB-CHC-1154939,GB-CHC-1113226,3535.37,1
GB-CHC-1154939,GB-CHC-230260,10000.0,1
GB-CHC-1154939,GB-COH-IP00525R,3600.32,1
GB-CHC-1155092,360G-blf,513286.0,1
GB-CHC-1155092,GB-CHC-210037,120000.0,1
GB-CHC-1155092,GB-CHC-327114,15000.0,1
GB-CHC-1155286,GB-CHC-200051,150000.0,1
GB-CHC-1155286,GB-CHC-205629,150000.0,1
GB-CHC-1155286,GB-CHC-210037,141000.0,2
GB-CHC-1155313,360G-blf,9930.0,1
GB-CHC-1155313,GB-CHC-1057923,4000.0,2
GB-CHC-1155313,GB-COH-IP00525R,2326.79,1
GB-CHC-1155389,360G-blf,10000.0,1
GB-CHC-1155389,GB-CHC-1143711,12860.0,1
GB-CHC-1155389,GB-CHC-327114,13650.0,1
GB-CHC-1155389,GB-COH-IP00525R,4901.99,1
GB-CHC-1155649,360G-blf,10000.0,1
GB-CHC-1155649,GB-CHC-299963,750.0,1
GB-CHC-1155649,GB-COH-IP00525R,4022.13,2
GB-CHC-1155789,360G-blf,9930.0,1
GB-CHC-1155789,GB-CHC-200051,60000.0,1
GB-CHC-1155789,GB-CHC-230260,5000.0,1
GB-CHC-1156237,360G-blf,205075.0,1
GB-CHC-1156237,GB-CHC-1166471,1000.0,1
GB-CHC-1156237,GB-CHC-274100,6600.0,1
GB-CHC-1156237,GB-COH-IP00525R,926.79,1
GB-CHC-1156690,GB-CHC-1080418,40300.0,2
GB-CHC-1156690,GB-CHC-230102,80000.0,1
GB-CHC-1156690,GB-CHC-274100,15000.0,1
GB-CHC-1156690,GB-CHC-327114,15000.0,1
GB-CHC-1156974,360G-blf,9600.0,1
GB-CHC-1156974,GB-CHC-1105580,75000.0,1
GB-CHC-1156974,GB-CHC-327114,14576.0,1
GB-CHC-1157297,GB-CHC-200051,60000.0,1
GB-CHC-1157297,GB-CHC-230260,30000.0,1
GB-CHC-1157297,GB-COH-07991677,15000.0,1
GB-CHC-1157578,360G-blf,9891.0,1
GB-CHC-1157578,GB-CHC-1161290,48989.0,1
GB-CHC-1157578,GB-CHC-299963,1000.0,1
GB-CHC-1157578,GB-CHC-327114,14708.0,1
GB-CHC-1157578,GB-COH-02273708,48299.0,6
GB-CHC-1158320,360G-blf,7870.0,1
GB-CHC-1158320,GB-CHC-1080418,1200.0,2
GB-CHC-1158320,GB-CHC-327114,9300.0,1
GB-CHC-1158666,360G-blf,257379.0,1
GB-CHC-1158666,GB-CHC-230260,10000.0,1
GB-CHC-1158666,GB-COH-IP00525R,2778.77,1
GB-CHC-1158700,360G-blf,161930.0,1
GB-CHC-1158700,GB-CHC-1035628,77250.0,1
GB-CHC-1158700,GB-CHC-200051,69560.0,1
GB-CHC-1158700,GB-CHC-210037,52500.0,1
GB-CHC-1158926,360G-blf,10000.0,1
GB-CHC-1158926,GB-CHC-1160316,87595.0,1
GB-CHC-1158926,GB-COH-IP00525R,4455.4,1
GB-CHC-1160390,360G-blf,9750.0,1
GB-CHC-1160390,GB-CHC-1166471,5000.0,1
GB-CHC-1160390,GB-CHC-274100,10000.0,1
GB-CHC-1160390,GB-COH-IP00525R,4852.26,1
GB-CHC-1160545,360G-blf,8638.0,1
GB-CHC-1160545,GB-CHC-1113226,4806.5,1
GB-CHC-1160545,GB-COH-IP00525R,3879.46,2
GB-CHC-1160589,360G-blf,9993.0,1
GB-CHC-1160589,GB-CHC-1045304,3000.0,2
GB-CHC-1160589,GB-COH-IP00525R,4756.84,1
GB-CHC-1160644,360G-blf,7959.0,1
GB-CHC-1160644,GB-CHC-1057923,2000.0,1
GB-CHC-1160644,GB-COH-IP00525R,5142.75,1
GB-CHC-1161102,360G-blf,10000.0,1
GB-CHC-1161102,GB-CHC-1093028,35000.0,1
GB-CHC-1161102,GB-CHC-1143711,3430.0,1
GB-CHC-1161102,GB-CHC-230260,10000.0,1
GB-CHC-1161177,360G-blf,8250.0,1
GB-CHC-1161177,GB-CHC-1166471,30500.0,2
GB-CHC-1161177,GB-COH-IP00525R,2576.71,1
GB-CHC-1161597,GB-CHC-1151621,5000.0,1
GB-CHC-1161597,GB-CHC-230260,5000.0,1
GB-CHC-1161597,GB-LAE-OXO,3000.0,1
GB-CHC-1162038,GB-CHC-230260,10000.0,1
GB-CHC-1162038,GB-CHC-274100,9700.0,1
GB-CHC-1162038,GB-CHC-327114,15000.0,1
GB-CHC-1162624,GB-CHC-1166471,30000.0,1
GB-CHC-1162624,GB-CHC-274100,10000.0,1
GB-CHC-1162624,GB-COH-IP00525R,1391.72,1
GB-CHC-1162835,360G-blf,9870.0,1
GB-CHC-1162835,GB-CHC-1107583,15800.0,1
GB-CHC-1162835,GB-COH-IP00525R,2519.08,1
GB-CHC-1163421,360G-blf,9620.0,1
GB-CHC-1163421,GB-CHC-230260,10000.0,1
GB-CHC-1163421,GB-COH-IP00525R,1859.46,1
GB-CHC-1163542,360G-blf,499241.0,1
GB-CHC-1163542,GB-CHC-1140372,39836.0,1
GB-CHC-1163542,GB-CHC-327114,15000.0,1
GB-CHC-1163582,360G-blf,48640.0,1
GB-CHC-1163582,GB-COH-02273708,1764.0,2
GB-CHC-1163582,GB-COH-IP00525R,3414.06,1
GB-CHC-1164021,360G-blf,220000.0,1
GB-CHC-1164021,GB-CHC-1164021,75000.0,1
GB-CHC-1164021,GB-CHC-200051,200000.0,1
GB-CHC-1164771,360G-blf,10000.0,1
GB-CHC-1164771,GB-CHC-1111600,600.0,1
GB-CHC-1164771,GB-COH-IP00525R,3646.24,2
GB-CHC-1165136,360G-blf,9950.0,1
GB-CHC-1165136,GB-CHC-1166471,5700.0,2
GB-CHC-1165136,GB-COH-RC000766,8000.0,1
GB-CHC-1165624,360G-blf,10000.0,1
GB-CHC-1165624,GB-CHC-1113226,10000.0,1
GB-CHC-1165624,GB-COH-IP00525R,6991.41,1
GB-CHC-1166057,GB-CHC-1057923,5900.0,2
GB-CHC-1166057,GB-CHC-1105580,60000.0,1
GB-CHC-1166057,GB-CHC-299963,1900.0,1
GB-CHC-1166448,360G-blf,9780.0,1
GB-CHC-1166448,GB-CHC-230260,5000.0,1
GB-CHC-1166448,GB-CHC-274100,5500.0,1
GB-CHC-1166802,360G-blf,9930.0,1
GB-CHC-1166802,GB-CHC-1113226,780.0,1
GB-CHC-1166802,GB-COH-IP00525R,3328.26,1
GB-CHC-1167919,GB-CHC-1103731,60000.0,1
GB-CHC-1167919,GB-CHC-205629,60000.0,1
GB-CHC-1167919,GB-LAE-GLA,10000.0,1
GB-CHC-1168381,360G-blf,10000.0,1
GB-CHC-1168381,GB-COH-IP00525R,4822.22,1
GB-CHC-1168381,GB-LAE-GLA,40000.0,1
GB-CHC-1168729,360G-blf,3000.0,1
GB-CHC-1168729,GB-CHC-230260,7500.0,1
GB-CHC-1168729,GB-COH-IP00525R,4241.28,1
GB-CHC-1169026,360G-blf,9975.0,1
